InternalID,StudentID,FirstName,LastName,CourseID,Year,Gender
277,2024-0277,H,Q,2,4,O
278,2024-0278,W,E,2,3,F
279,2024-0279,Y,I,3,4,M
280,2024-0280,T,V,2,3,M
281,2024-0281,I,I,3,4,M
282,2024-0282,U,O,1,5,M
283,2024-0283,S,U,2,1,O
284,2024-0284,S,P,2,4,F
285,2024-0285,V,I,1,4,F
286,2024-0286,W,K,1,3,M
287,2024-0287,M,V,4,4,F
288,2024-0288,K,P,1,4,M
289,2024-0289,N,E,1,5,O
290,2024-0290,B,X,2,3,M
291,2024-0291,J,H,4,1,F
292,2024-0292,T,J,3,2,M
293,2024-0293,Y,Z,3,4,M
294,2024-0294,V,R,1,2,M
295,2024-0295,A,N,4,5,M
296,2024-0296,A,A,1,3,O
297,2024-0297,H,X,1,1,M
298,2024-0298,V,H,2,1,F
299,2024-0299,S,L,3,1,O
300,2024-0300,L,Y,4,1,M
301,2024-0301,P,X,1,2,M
302,2024-0302,U,A,3,3,O
303,2024-0303,S,P,2,4,M
304,2024-0304,O,O,2,4,F
305,2024-0305,Q,E,1,5,M
306,2024-0306,K,Z,1,5,O
307,2024-0307,Y,J,3,3,M
308,2024-0308,U,S,4,5,F
309,2024-0309,S,S,4,3,M
310,2024-0310,L,W,2,2,M
311,2024-0311,V,O,4,2,F
312,2024-0312,T,M,3,4,F
313,2024-0313,Z,L,3,1,O
314,2024-0314,J,G,4,1,O
315,2024-0315,V,I,2,5,O
316,2024-0316,V,F,1,4,F
317,2024-0317,U,V,2,4,M
318,2024-0318,I,E,2,1,M
319,2024-0319,N,A,1,2,F
320,2024-0320,N,S,1,2,F
321,2024-0321,H,V,3,2,F
322,2024-0322,L,I,4,4,F
323,2024-0323,Y,Q,3,1,F
324,2024-0324,K,Y,3,4,F
325,2024-0325,I,O,4,2,O
326,2024-0326,T,G,1,4,F
327,2024-0327,S,Y,2,2,M
328,2024-0328,B,R,2,3,O
329,2024-0329,C,G,3,3,F
330,2024-0330,O,R,4,2,O
331,2024-0331,F,U,3,3,O
332,2024-0332,P,X,1,4,M
333,2024-0333,I,S,2,3,F
334,2024-0334,Q,F,4,3,F
335,2024-0335,K,U,2,3,F
336,2024-0336,D,K,1,3,F
337,2024-0337,A,T,4,2,M
338,2024-0338,P,Y,2,3,F
339,2024-0339,M,K,4,4,F
340,2024-0340,L,V,4,5,O
341,2024-0341,F,Q,2,5,O
342,2024-0342,X,P,1,5,O
343,2024-0343,X,P,2,3,O
344,2024-0344,S,C,3,4,O
345,2024-0345,Y,L,3,5,O
346,2024-0346,T,K,1,4,O
347,2024-0347,H,R,2,5,F
348,2024-0348,Z,Y,2,1,F
349,2024-0349,S,M,2,2,M
350,2024-0350,O,G,3,3,M
351,2024-0351,L,P,4,3,M
352,2024-0352,I,U,2,1,M
353,2024-0353,R,F,4,1,M
354,2024-0354,A,Q,1,5,O
355,2024-0355,M,S,4,2,F
356,2024-0356,I,V,3,1,O
357,2024-0357,V,G,3,2,O
358,2024-0358,O,I,2,5,F
359,2024-0359,X,D,1,4,F
360,2024-0360,W,G,2,4,F
361,2024-0361,H,B,1,3,F
362,2024-0362,I,P,1,1,O
363,2024-0363,V,B,2,1,O
364,2024-0364,C,A,3,2,F
365,2024-0365,M,K,2,2,O
366,2024-0366,K,X,2,4,O
367,2024-0367,M,X,1,2,O
368,2024-0368,T,J,1,1,F
369,2024-0369,W,L,4,3,M
370,2024-0370,G,E,3,1,F
371,2024-0371,L,K,2,2,F
372,2024-0372,J,Q,4,3,M
373,2024-0373,S,Q,2,2,O
374,2024-0374,J,E,4,2,M
375,2024-0375,C,N,2,4,M
376,2024-0376,A,O,1,5,F
377,2024-0377,Y,V,1,3,F
378,2024-0378,Y,G,3,5,M
379,2024-0379,J,W,2,3,O
380,2024-0380,Q,F,2,3,M
381,2024-0381,O,L,2,1,F
382,2024-0382,Y,P,3,5,M
383,2024-0383,E,U,3,2,F
384,2024-0384,Q,Q,1,1,M
385,2024-0385,S,O,3,1,O
386,2024-0386,B,E,1,3,F
387,2024-0387,A,O,1,2,O
388,2024-0388,Z,A,3,5,O
389,2024-0389,I,R,1,3,M
390,2024-0390,V,U,1,4,M
391,2024-0391,X,I,2,4,O
392,2024-0392,J,Q,4,3,F
393,2024-0393,B,T,4,2,O
394,2024-0394,R,C,4,5,O
395,2024-0395,R,M,1,1,F
396,2024-0396,S,P,3,5,O
397,2024-0397,D,C,2,2,F
398,2024-0398,S,A,3,3,M
399,2024-0399,F,J,1,3,O
400,2024-0400,W,Q,4,2,O
401,2024-0401,R,B,3,5,F
402,2024-0402,P,L,1,1,F
403,2024-0403,L,L,4,2,F
404,2024-0404,D,U,2,1,O
405,2024-0405,W,U,3,5,F
406,2024-0406,J,L,1,1,M
407,2024-0407,G,Z,4,5,F
408,2024-0408,U,A,2,4,O
409,2024-0409,C,R,3,3,O
410,2024-0410,Q,F,3,1,M
411,2024-0411,D,T,2,1,O
412,2024-0412,N,Z,2,5,F
413,2024-0413,O,S,3,5,M
414,2024-0414,W,N,4,3,O
415,2024-0415,T,X,4,5,M
416,2024-0416,Y,J,1,5,F
417,2024-0417,C,C,1,5,O
418,2024-0418,G,J,3,1,M
419,2024-0419,T,Q,1,2,O
420,2024-0420,U,L,2,3,O
421,2024-0421,I,S,2,5,F
422,2024-0422,L,D,1,1,O
423,2024-0423,J,S,2,4,M
424,2024-0424,C,E,4,1,F
425,2024-0425,Q,I,1,5,M
426,2024-0426,Y,N,1,2,O
427,2024-0427,C,W,3,4,F
428,2024-0428,Q,H,1,2,F
429,2024-0429,X,I,3,1,M
430,2024-0430,B,G,2,2,M
431,2024-0431,C,E,1,3,F
432,2024-0432,I,R,4,3,O
433,2024-0433,I,D,1,1,F
434,2024-0434,F,C,4,4,M
435,2024-0435,F,X,3,4,M
436,2024-0436,L,G,2,2,M
437,2024-0437,F,A,3,4,F
438,2024-0438,I,B,3,2,M
439,2024-0439,L,N,3,5,F
440,2024-0440,Z,C,4,1,O
441,2024-0441,B,M,4,1,F
442,2024-0442,X,T,2,4,F
443,2024-0443,W,H,4,1,O
444,2024-0444,I,E,3,2,M
445,2024-0445,L,K,1,3,O
446,2024-0446,E,Q,1,4,M
447,2024-0447,A,G,2,5,F
448,2024-0448,C,I,3,5,M
449,2024-0449,H,O,2,3,F
450,2024-0450,S,O,1,1,F
451,2024-0451,K,W,3,5,M
452,2024-0452,D,T,4,2,O
453,2024-0453,Z,Q,4,5,O
454,2024-0454,S,I,1,4,M
455,2024-0455,Q,M,2,2,M
456,2024-0456,Y,S,4,4,F
457,2024-0457,J,I,4,3,F
458,2024-0458,I,M,3,1,F
459,2024-0459,A,V,4,5,M
460,2024-0460,V,D,3,1,F
461,2024-0461,K,E,1,1,O
462,2024-0462,Z,I,2,5,O
463,2024-0463,S,N,3,4,F
464,2024-0464,I,O,4,2,M
465,2024-0465,I,L,4,4,O
466,2024-0466,S,F,4,1,F
467,2024-0467,Z,P,1,1,O
468,2024-0468,H,Z,3,5,M
469,2024-0469,C,F,3,3,O
470,2024-0470,E,C,1,3,O
471,2024-0471,B,M,1,2,M
472,2024-0472,R,D,4,2,O
473,2024-0473,W,X,4,1,F
474,2024-0474,H,N,1,3,O
475,2024-0475,E,E,2,4,O
476,2024-0476,L,V,1,1,M
477,2024-0477,I,A,3,5,M
478,2024-0478,K,R,2,1,F
479,2024-0479,V,R,3,5,O
480,2024-0480,S,R,4,1,M
481,2024-0481,Q,F,4,5,O
482,2024-0482,M,D,4,3,F
483,2024-0483,I,H,2,3,F
484,2024-0484,B,G,4,4,M
485,2024-0485,I,T,3,2,M
486,2024-0486,Z,K,2,2,O
487,2024-0487,N,E,4,1,M
488,2024-0488,R,D,2,1,F
489,2024-0489,M,W,4,5,O
490,2024-0490,I,W,2,4,O
491,2024-0491,O,F,2,4,F
492,2024-0492,V,S,2,1,O
493,2024-0493,F,Q,2,2,F
494,2024-0494,X,V,3,1,F
495,2024-0495,K,O,2,3,F
496,2024-0496,B,W,4,1,M
497,2024-0497,C,Q,4,3,F
498,2024-0498,E,D,3,3,M
499,2024-0499,E,Q,2,2,M
500,2024-0500,N,D,3,1,O
501,2024-0501,D,P,2,1,M
502,2024-0502,P,T,3,1,M
503,2024-0503,D,J,3,3,O
504,2024-0504,Z,L,2,3,O
505,2024-0505,X,H,3,2,M
506,2024-0506,B,Y,4,4,M
507,2024-0507,W,O,1,2,O
508,2024-0508,S,W,4,5,F
509,2024-0509,E,H,1,1,O
510,2024-0510,R,H,2,4,F
511,2024-0511,E,S,3,3,O
512,2024-0512,D,E,4,5,M
513,2024-0513,A,U,2,1,M
514,2024-0514,F,A,3,1,F
515,2024-0515,F,U,1,5,M
516,2024-0516,Q,N,2,4,F
517,2024-0517,P,F,4,1,O
518,2024-0518,K,O,1,5,M
519,2024-0519,E,L,2,5,M
520,2024-0520,Z,I,2,3,M
521,2024-0521,E,G,2,2,O
522,2024-0522,F,W,4,3,M
523,2024-0523,K,U,4,3,O
524,2024-0524,P,H,1,5,M
525,2024-0525,H,L,3,4,M
526,2024-0526,C,Y,3,5,F
527,2024-0527,X,T,4,2,M
528,2024-0528,Q,D,1,1,F
529,2024-0529,W,S,4,5,M
530,2024-0530,F,G,3,5,F
531,2024-0531,V,U,3,1,O
532,2024-0532,X,H,1,1,F
533,2024-0533,D,E,1,3,O
534,2024-0534,Y,N,2,3,F
535,2024-0535,O,T,3,5,O
536,2024-0536,D,D,1,3,F
537,2024-0537,X,E,1,4,M
538,2024-0538,S,Z,2,5,M
539,2024-0539,S,G,1,5,M
540,2024-0540,Q,R,3,5,O
541,2024-0541,J,E,3,1,F
1110,2024-1110,D,G,4,5,M
1111,2024-1111,I,W,2,4,M
1112,2024-1112,T,Q,2,4,F
1113,2024-1113,D,D,1,2,O
1114,2024-1114,N,C,3,4,O
1115,2024-1115,G,R,2,4,F
1116,2024-1116,J,Y,1,1,F
1117,2024-1117,B,D,4,3,O
1118,2024-1118,U,C,4,1,F
1119,2024-1119,C,L,3,4,O
1120,2024-1120,G,W,2,2,F
1121,2024-1121,W,O,4,1,O
1122,2024-1122,W,U,2,1,F
1123,2024-1123,V,Z,1,4,O
1124,2024-1124,H,U,2,1,F
1125,2024-1125,D,H,4,1,F
1126,2024-1126,F,Q,3,4,O
1127,2024-1127,T,R,1,3,M
1128,2024-1128,J,T,3,2,O
1129,2024-1129,V,W,4,5,F
1130,2024-1130,U,P,4,5,F
1131,2024-1131,W,V,2,4,M
1132,2024-1132,I,Q,3,4,O
1133,2024-1133,R,Y,2,2,M
1134,2024-1134,K,L,2,3,F
1135,2024-1135,I,D,4,4,M
1136,2024-1136,S,B,4,4,F
1137,2024-1137,Q,J,1,3,O
1138,2024-1138,S,O,4,4,M
1139,2024-1139,A,D,1,4,F
1140,2024-1140,M,V,3,4,O
1141,2024-1141,O,F,3,3,M
1142,2024-1142,E,T,3,4,M
1143,2024-1143,Z,U,1,1,M
1144,2024-1144,D,C,4,1,M
1145,2024-1145,J,R,1,5,O
1146,2024-1146,Q,C,3,1,F
1147,2024-1147,V,H,1,5,O
1148,2024-1148,R,T,4,4,M
1149,2024-1149,M,G,3,2,F
1150,2024-1150,Q,U,1,4,O
1151,2024-1151,R,O,2,2,F
1152,2024-1152,P,Y,3,1,O
1153,2024-1153,I,E,3,1,F
1154,2024-1154,H,A,4,5,O
1155,2024-1155,H,A,2,1,O
1156,2024-1156,Z,X,2,5,M
1157,2024-1157,H,I,3,1,O
1158,2024-1158,B,M,1,3,O
1159,2024-1159,B,X,3,4,F
1160,2024-1160,M,O,4,2,F
1161,2024-1161,P,P,4,2,O
1162,2024-1162,B,A,2,5,O
1163,2024-1163,O,Q,3,1,F
1164,2024-1164,N,D,3,4,F
1165,2024-1165,V,R,4,3,O
1166,2024-1166,X,O,1,3,O
1167,2024-1167,N,X,4,1,F
1168,2024-1168,J,C,1,4,F
1169,2024-1169,F,O,1,4,M
1170,2024-1170,A,O,1,1,F
1171,2024-1171,E,C,2,1,O
1172,2024-1172,X,A,3,1,F
1173,2024-1173,T,C,4,4,O
1174,2024-1174,V,O,2,3,M
1175,2024-1175,L,F,3,5,M
1176,2024-1176,M,I,4,4,O
1177,2024-1177,P,V,3,5,F
1178,2024-1178,Q,X,2,5,M
1179,2024-1179,N,J,1,2,F
1180,2024-1180,P,A,3,2,O
1181,2024-1181,C,X,2,1,O
1182,2024-1182,E,R,1,1,F
1183,2024-1183,I,P,4,1,O
1184,2024-1184,H,T,4,1,M
1185,2024-1185,Y,S,3,2,M
1186,2024-1186,U,R,4,1,F
1187,2024-1187,Z,C,2,1,F
1188,2024-1188,R,J,1,4,O
1189,2024-1189,A,N,4,5,F
1190,2024-1190,F,A,3,3,F
1191,2024-1191,Y,M,1,1,O
1192,2024-1192,D,W,1,2,O
1193,2024-1193,H,S,1,5,O
1194,2024-1194,H,P,3,5,M
1195,2024-1195,L,N,3,1,O
1196,2024-1196,J,O,1,1,O
1197,2024-1197,G,E,2,2,M
1198,2024-1198,Y,J,1,2,O
1199,2024-1199,S,W,3,4,M
1200,2024-1200,B,F,2,2,M
1201,2024-1201,L,L,3,4,M
1202,2024-1202,Y,Y,3,4,F
1203,2024-1203,J,N,1,2,F
1204,2024-1204,C,L,1,3,M
1205,2024-1205,W,P,1,4,F
1206,2024-1206,R,V,3,1,M
1207,2024-1207,A,I,4,4,M
1208,2024-1208,F,P,4,3,O
1209,2024-1209,W,Q,1,4,M
1210,2024-1210,H,R,1,2,O
1211,2024-1211,Z,B,3,1,M
1212,2024-1212,P,O,2,4,F
1213,2024-1213,P,Q,1,3,F
1214,2024-1214,R,O,1,4,O
1215,2024-1215,F,F,3,4,O
1216,2024-1216,V,J,1,3,F
1217,2024-1217,G,T,1,2,F
1218,2024-1218,Z,B,3,5,O
1219,2024-1219,N,X,1,2,O
1220,2024-1220,F,Q,4,4,F
1221,2024-1221,A,Y,4,3,M
1222,2024-1222,O,Y,2,3,F
1223,2024-1223,R,N,3,1,O
1224,2024-1224,J,M,1,1,M
1225,2024-1225,P,Z,2,2,F
1226,2024-1226,V,Y,2,4,M
1227,2024-1227,B,L,4,2,M
1228,2024-1228,N,A,1,5,M
1229,2024-1229,D,U,1,4,F
1230,2024-1230,F,Y,4,3,F
1231,2024-1231,O,E,4,4,F
1232,2024-1232,N,B,1,2,O
1233,2024-1233,A,P,2,4,O
1234,2024-1234,U,N,4,5,O
1235,2024-1235,M,A,3,3,M
1236,2024-1236,Q,K,3,5,O
1237,2024-1237,T,Y,2,2,O
1238,2024-1238,N,A,2,4,O
1239,2024-1239,M,D,1,1,F
1240,2024-1240,D,J,3,1,M
1241,2024-1241,X,I,2,5,M
1242,2024-1242,R,T,1,4,O
1243,2024-1243,N,H,3,3,O
1244,2024-1244,M,H,2,3,O
1245,2024-1245,G,K,2,5,O
1246,2024-1246,K,A,3,5,O
1247,2024-1247,Z,F,3,3,F
1248,2024-1248,L,D,3,5,F
1249,2024-1249,R,E,2,3,F
1250,2024-1250,C,J,2,3,M
1251,2024-1251,M,M,3,5,F
1252,2024-1252,F,Z,1,1,O
1253,2024-1253,E,C,2,1,F
1254,2024-1254,D,T,2,5,F
1255,2024-1255,X,S,3,2,F
1256,2024-1256,J,C,1,5,O
1257,2024-1257,W,Y,1,4,F
1258,2024-1258,P,Y,4,1,F
1259,2024-1259,M,M,4,2,O
1260,2024-1260,G,F,2,5,O
1261,2024-1261,D,I,3,4,O
1262,2024-1262,Q,K,3,2,F
1263,2024-1263,X,S,2,5,F
1264,2024-1264,U,F,1,3,F
1265,2024-1265,A,E,1,4,M
1266,2024-1266,F,G,3,5,F
1267,2024-1267,U,T,3,2,F
1268,2024-1268,J,M,2,4,M
1269,2024-1269,L,S,1,3,M
1270,2024-1270,D,L,4,5,M
1271,2024-1271,Q,D,4,3,O
1272,2024-1272,S,N,4,2,O
1273,2024-1273,F,N,4,4,M
1274,2024-1274,L,D,4,4,O
1275,2024-1275,Z,R,3,5,F
1276,2024-1276,X,Q,4,4,O
1277,2024-1277,B,R,3,2,M
1278,2024-1278,I,G,4,2,M
1279,2024-1279,A,Q,3,1,O
1280,2024-1280,C,Z,4,4,O
1281,2024-1281,Q,U,4,4,F
1282,2024-1282,W,S,1,1,M
1283,2024-1283,G,O,4,3,O
1284,2024-1284,M,Y,3,1,M
1285,2024-1285,R,D,1,4,F
1286,2024-1286,Q,C,2,5,O
1287,2024-1287,P,N,3,2,O
1288,2024-1288,D,H,4,2,O
1289,2024-1289,B,A,2,5,F
1290,2024-1290,B,E,1,5,O
1291,2024-1291,E,B,3,2,F
1292,2024-1292,J,L,4,4,F
1293,2024-1293,J,O,3,4,F
1294,2024-1294,E,D,2,4,O
1295,2024-1295,N,Q,1,1,M
1296,2024-1296,R,S,3,4,F
1297,2024-1297,G,K,2,3,O
1298,2024-1298,Q,H,4,4,O
1299,2024-1299,H,F,3,4,O
1300,2024-1300,E,X,4,2,O
1301,2024-1301,G,P,1,1,M
1302,2024-1302,Y,W,1,1,M
1303,2024-1303,M,D,1,5,O
1304,2024-1304,Z,L,3,4,O
1305,2024-1305,N,X,1,5,F
1306,2024-1306,I,O,3,1,M
1307,2024-1307,G,P,2,1,F
1308,2024-1308,A,G,2,3,F
1309,2024-1309,P,I,3,1,F
1310,2024-1310,B,I,1,1,F
1311,2024-1311,Z,M,2,1,O
1312,2024-1312,Z,N,2,4,M
1313,2024-1313,V,X,1,1,O
1314,2024-1314,N,L,1,1,F
1315,2024-1315,K,R,1,1,M
1316,2024-1316,E,E,2,3,O
1317,2024-1317,H,W,3,2,F
1318,2024-1318,B,L,3,2,O
1319,2024-1319,A,X,3,1,F
1320,2024-1320,K,A,3,5,O
1321,2024-1321,T,G,4,4,M
1322,2024-1322,K,Q,2,1,F
1323,2024-1323,K,R,4,3,O
1324,2024-1324,Z,E,4,3,F
1325,2024-1325,K,X,3,4,O
1326,2024-1326,N,Z,3,2,O
1327,2024-1327,I,F,2,2,F
1328,2024-1328,Y,H,4,5,F
1329,2024-1329,L,X,2,5,O
1330,2024-1330,P,Y,4,5,M
1331,2024-1331,I,G,2,1,M
1332,2024-1332,Z,H,4,5,M
1333,2024-1333,Y,Z,1,3,O
1334,2024-1334,S,G,1,4,M
1335,2024-1335,C,J,2,4,F
1336,2024-1336,G,S,2,4,O
1337,2024-1337,U,N,1,3,M
1338,2024-1338,K,R,1,4,O
1339,2024-1339,Y,D,3,2,M
1340,2024-1340,V,H,4,5,M
1341,2024-1341,O,H,4,5,M
1342,2024-1342,X,O,3,3,O
1343,2024-1343,L,T,4,5,F
1344,2024-1344,Z,J,3,2,F
1345,2024-1345,O,K,2,5,O
1346,2024-1346,V,I,1,5,O
1347,2024-1347,L,P,1,1,M
1348,2024-1348,T,F,3,2,F
1349,2024-1349,D,Z,1,5,F
1350,2024-1350,E,Q,1,1,F
1351,2024-1351,Q,V,1,3,O
1352,2024-1352,F,L,1,3,F
1353,2024-1353,D,V,1,2,M
1354,2024-1354,D,P,1,3,M
1355,2024-1355,D,W,1,1,O
1356,2024-1356,A,L,1,1,M
1357,2024-1357,B,R,2,1,F
1358,2024-1358,O,Y,4,2,O
1359,2024-1359,Q,R,2,4,F
1360,2024-1360,O,T,3,2,O
1361,2024-1361,U,Z,1,5,O
1362,2024-1362,W,F,4,2,M
1363,2024-1363,Z,C,2,2,F
1364,2024-1364,R,I,4,3,F
1365,2024-1365,C,O,4,5,F
1366,2024-1366,H,N,1,2,M
1367,2024-1367,G,M,1,5,F
1368,2024-1368,E,K,1,3,F
1369,2024-1369,M,K,4,4,F
1370,2024-1370,O,F,3,5,F
1371,2024-1371,F,S,4,5,M
1372,2024-1372,S,I,3,3,M
1373,2024-1373,C,C,1,2,F
1374,2024-1374,B,D,1,5,O
1375,2024-1375,J,V,2,4,O
1376,2024-1376,A,H,3,2,F
1377,2024-1377,T,T,2,3,M
1378,2024-1378,C,A,1,2,M
1379,2024-1379,G,W,4,5,F
1380,2024-1380,T,F,3,3,O
1381,2024-1381,Y,N,4,1,F
1382,2024-1382,G,C,1,1,M
1383,2024-1383,W,F,3,1,F
1384,2024-1384,F,M,4,4,M
1385,2024-1385,T,E,3,5,F
1386,2024-1386,X,P,4,1,F
1387,2024-1387,O,L,4,4,M
1388,2024-1388,J,K,3,1,M
1389,2024-1389,A,A,2,2,F
1390,2024-1390,C,Q,1,5,F
1391,2024-1391,K,X,3,2,O
1392,2024-1392,L,A,3,2,M
1393,2024-1393,B,Z,4,5,F
1394,2024-1394,F,Y,4,1,O
1395,2024-1395,V,D,4,2,M
1396,2024-1396,K,I,4,4,O
1397,2024-1397,Z,Q,3,5,O
1398,2024-1398,Y,D,1,4,M
1399,2024-1399,E,R,1,5,M
1400,2024-1400,R,K,1,2,M
1401,2024-1401,S,W,2,3,F
1402,2024-1402,N,R,3,1,F
1403,2024-1403,J,L,2,1,F
1404,2024-1404,V,W,4,4,F
1405,2024-1405,E,R,4,4,M
1406,2024-1406,Z,A,4,2,F
1407,2024-1407,M,P,1,2,O
1408,2024-1408,W,Q,2,4,O
1409,2024-1409,U,Y,3,3,F
1410,2024-1410,C,Z,4,5,O
1411,2024-1411,L,G,1,2,F
1412,2024-1412,W,J,4,1,O
1413,2024-1413,G,E,2,5,O
1414,2024-1414,Q,Q,3,5,M
1415,2024-1415,U,K,3,3,O
1416,2024-1416,U,V,3,5,M
1417,2024-1417,T,P,1,5,O
1418,2024-1418,R,J,4,2,M
1419,2024-1419,Q,J,1,1,F
1420,2024-1420,C,T,3,1,O
1421,2024-1421,Y,P,2,4,O
1422,2024-1422,V,H,1,3,M
1423,2024-1423,G,C,1,3,M
1424,2024-1424,G,N,4,3,F
1425,2024-1425,I,U,4,4,F
1426,2024-1426,T,V,2,1,F
1427,2024-1427,Q,B,2,2,F
1428,2024-1428,B,P,3,1,O
1429,2024-1429,D,C,4,4,M
1430,2024-1430,P,G,4,1,M
1431,2024-1431,Q,Y,2,2,F
1432,2024-1432,R,V,2,2,M
1433,2024-1433,V,W,1,4,O
1434,2024-1434,I,V,1,5,F
1435,2024-1435,M,U,3,1,O
1436,2024-1436,W,C,2,4,M
1437,2024-1437,P,P,4,5,O
1438,2024-1438,E,O,1,5,M
1439,2024-1439,B,M,2,4,F
1440,2024-1440,F,T,4,5,F
1441,2024-1441,R,H,2,4,M
1442,2024-1442,J,K,1,3,O
1443,2024-1443,J,Y,1,5,F
1444,2024-1444,P,R,2,4,M
1445,2024-1445,C,J,4,3,O
1446,2024-1446,P,P,4,1,M
1447,2024-1447,W,J,2,2,F
1448,2024-1448,D,K,2,1,M
1449,2024-1449,W,V,1,5,F
1450,2024-1450,L,L,1,1,M
1451,2024-1451,C,B,1,3,F
1452,2024-1452,J,E,4,1,O
1453,2024-1453,X,X,3,3,O
1454,2024-1454,J,W,2,2,O
1455,2024-1455,A,Q,3,3,F
1456,2024-1456,L,B,4,1,O
1457,2024-1457,H,A,1,4,O
1458,2024-1458,G,D,1,5,M
1459,2024-1459,Q,T,3,2,M
1460,2024-1460,V,R,2,5,O
1461,2024-1461,M,T,4,4,F
1462,2024-1462,W,V,1,3,M
1463,2024-1463,S,A,2,1,F
1464,2024-1464,I,M,4,4,M
1465,2024-1465,S,L,1,3,O
1466,2024-1466,Y,N,3,1,O
1467,2024-1467,V,D,1,2,F
1468,2024-1468,H,E,3,2,M
1469,2024-1469,T,E,4,4,O
1470,2024-1470,U,T,2,1,O
1471,2024-1471,G,V,2,4,M
1472,2024-1472,J,B,4,2,F
1473,2024-1473,K,A,1,1,F
1474,2024-1474,B,A,3,2,F
1475,2024-1475,B,H,4,5,O
1476,2024-1476,B,J,2,3,O
1477,2024-1477,X,Q,2,1,F
1478,2024-1478,H,I,1,2,M
1479,2024-1479,E,S,3,2,M
1480,2024-1480,X,Z,3,4,M
1481,2024-1481,L,V,1,3,M
1482,2024-1482,D,N,4,5,M
1483,2024-1483,U,V,3,3,O
1484,2024-1484,H,Q,1,5,F
1485,2024-1485,G,Y,3,1,O
1486,2024-1486,Y,C,4,5,M
1487,2024-1487,Z,D,2,5,M
1488,2024-1488,T,H,4,2,F
1489,2024-1489,X,P,1,3,M
1490,2024-1490,A,Q,3,3,O
1491,2024-1491,L,N,3,2,F
1492,2024-1492,H,I,3,1,F
1493,2024-1493,E,U,3,5,O
1494,2024-1494,D,G,4,1,O
1495,2024-1495,R,T,1,5,M
1496,2024-1496,Z,S,3,5,F
1497,2024-1497,A,T,4,2,F
1498,2024-1498,E,T,4,3,O
1499,2024-1499,J,N,2,3,F
1500,2024-1500,W,J,4,5,M
1501,2024-1501,H,Z,4,5,O
1502,2024-1502,N,N,2,1,M
1503,2024-1503,Z,H,3,3,O
1504,2024-1504,W,P,1,2,O
1505,2024-1505,I,P,3,1,F
1506,2024-1506,B,V,4,4,M
1507,2024-1507,T,V,4,4,M
1508,2024-1508,F,P,4,1,F
1509,2024-1509,W,N,4,4,M
1510,2024-1510,Y,T,1,3,O
1511,2024-1511,X,S,1,3,O
1512,2024-1512,G,A,2,5,O
1513,2024-1513,G,M,2,1,O
1514,2024-1514,K,N,2,1,O
1515,2024-1515,D,Q,4,1,O
1516,2024-1516,F,Q,3,3,M
1517,2024-1517,N,S,1,1,O
1518,2024-1518,R,I,1,1,F
1519,2024-1519,I,I,1,5,O
1520,2024-1520,A,N,2,3,M
1521,2024-1521,V,M,3,2,M
1522,2024-1522,K,K,3,3,O
1523,2024-1523,T,R,1,3,O
1524,2024-1524,R,K,1,2,M
1525,2024-1525,N,M,4,4,M
1526,2024-1526,J,H,2,3,O
1527,2024-1527,E,Z,1,1,M
1528,2024-1528,F,J,1,1,O
1529,2024-1529,N,E,1,3,F
1530,2024-1530,A,B,1,5,F
1531,2024-1531,M,V,4,1,M
1532,2024-1532,V,F,4,5,O
1533,2024-1533,L,M,4,3,O
1534,2024-1534,X,J,3,1,F
1535,2024-1535,E,A,3,4,F
1536,2024-1536,U,A,2,2,M
1537,2024-1537,E,T,1,5,F
1538,2024-1538,U,D,2,4,F
1539,2024-1539,E,F,2,5,O
1540,2024-1540,U,H,1,2,M
1541,2024-1541,C,Z,3,4,M
1542,2024-1542,G,B,4,2,M
1543,2024-1543,G,Y,2,2,O
1544,2024-1544,E,O,4,4,M
1545,2024-1545,N,D,4,1,M
1546,2024-1546,Y,L,4,5,F
1547,2024-1547,R,J,2,2,O
1548,2024-1548,X,Z,1,3,M
1549,2024-1549,T,C,3,2,F
1550,2024-1550,S,O,4,1,M
1551,2024-1551,Y,B,1,3,M
1552,2024-1552,A,F,4,2,M
1553,2024-1553,K,V,1,1,M
1554,2024-1554,G,T,3,1,M
1555,2024-1555,P,O,3,4,O
1556,2024-1556,Y,S,3,2,F
1557,2024-1557,G,G,3,4,O
1558,2024-1558,Z,X,4,1,F
1559,2024-1559,L,G,1,1,O
1560,2024-1560,Y,X,2,3,F
1561,2024-1561,G,U,4,4,F
1562,2024-1562,H,R,1,5,F
1563,2024-1563,D,T,1,5,F
1564,2024-1564,P,Y,3,5,O
1565,2024-1565,N,X,1,5,M
1566,2024-1566,I,K,3,1,M
1567,2024-1567,B,Z,2,1,O
1568,2024-1568,V,B,2,4,M
1569,2024-1569,C,K,3,2,M
1570,2024-1570,F,H,1,3,F
1571,2024-1571,K,A,1,3,O
1572,2024-1572,J,U,3,5,F
1573,2024-1573,J,J,2,5,O
1574,2024-1574,C,I,2,4,F
1575,2024-1575,Y,B,4,2,O
1576,2024-1576,Y,Z,2,2,F
1577,2024-1577,H,E,4,4,O
1578,2024-1578,I,K,4,4,O
1579,2024-1579,Q,T,4,3,O
1580,2024-1580,O,B,3,1,F
1581,2024-1581,T,J,1,2,M
1582,2024-1582,E,M,4,3,F
1583,2024-1583,O,E,3,3,M
